id	Length	Description
NRRL3_00524	702	hypothetical protein
NRRL3_00525	1140	CoA-transferase family III protein
NRRL3_00526	1119	hypothetical protein
NRRL3_00527	1986	chromatin assembly factor 1 complex subunit A-like protein
NRRL3_00528	4677	hypothetical protein
NRRL3_00529	882	protein phosphatase inhibitor 2-like protein
NRRL3_00530	1398	phosphatidylinositol transfer protein
NRRL3_00531	2208	lanosterol synthase
NRRL3_00532	1389	SGS domain-containing protein
NRRL3_00533	1158	PQ-loop repeat-containing protein
NRRL3_00534	1224	sirtuin family protein
NRRL3_00535	1170	cyclin-dependent protein kinase, role in regulation of development in response to phosphate availability, interacts with cyclin Pho80
NRRL3_00536	672	polyamine-modulated factor 1/kinetochore protein Nnf1 family protein
NRRL3_00537	1500	tetratricopeptide-like helical domain-containing protein
NRRL3_00538	327	hypothetical protein
NRRL3_00539	1614	nuclear transport factor 2 domain-containing protein
NRRL3_00540	2109	heat shock protein 90
NRRL3_00541	2172	septin-like protein
NRRL3_00542	294	hypothetical protein
NRRL3_00543	2193	myc-type, basic helix-loop-helix domain-containing protein
NRRL3_00544	1884	DNA-directed RNA polymerase III subunit Rpc3
NRRL3_00545	1377	ubiquinol-cytochrome c reductase core protein II 
NRRL3_00546	951	mitochondrial citrate and oxoglutarate carrier protein
NRRL3_00547	1425	citrate synthase CitA
NRRL3_00548	2223	RNA polymerase II-binding domain-containing protein
NRRL3_00549	1302	homocysteine synthase
NRRL3_00550	471	membrane apposition MARVEL domain-containing protein
NRRL3_00551	1692	lysine-specific permease
NRRL3_00552	2127	AMP-dependent synthetase/ligase domain-containing protein
NRRL3_00553	834	uncharacterized protein
NRRL3_00554	765	hypothetical protein
NRRL3_00555	3276	WD repeat-containing protein
NRRL3_00556	978	mitochondrial carrier domain-containing protein
NRRL3_00557	606	GTP-binding protein Ypt1
NRRL3_00558	2646	alanine/arginine aminopeptidase
NRRL3_00559	1374	TFIIH basal transcription factor complex subunit 2
NRRL3_00560	483	hypothetical protein
NRRL3_00561	2577	pumilio homology domain-containing protein
NRRL3_00562	1653	sugar phosphate transporter domain-containing protein
NRRL3_00563	2214	NADH-ubiquinone oxidoreductase 78 kDa subunit, mitochondrial
NRRL3_00564	1140	DNA repair protein XRCC4-like protein
NRRL3_00565	2967	hypothetical protein
NRRL3_00566	1239	hypothetical protein
NRRL3_00567	642	ER lumen protein retaining receptor
NRRL3_00568	1596	hypothetical protein
NRRL3_00569	1080	ribonuclease III domain-containing protein
NRRL3_00570	324	37S ribosomal protein mS33
NRRL3_00571	1641	pre-mRNA-splicing factor
NRRL3_00572	750	methylsterol monooxygenase
NRRL3_00573	1953	nuclear control of ATP synthase 2-like protein
NRRL3_00574	621	GTP-binding protein Ypt2
NRRL3_00575	2256	AAA-type ATPase family protein
NRRL3_00576	924	RNA recognition motif domain-containing protein
NRRL3_00577	7383	phosphatidylinositol 3-/4-kinase catalytic domain-containing protein
NRRL3_00578	573	cytidine deaminase-like protein
NRRL3_00579	567	NADH-ubiquinone oxidoreductase 21 kDa subunit
NRRL3_00580	816	chromosome segregation in meiosis protein 
NRRL3_00581	1722	guanine nucleotide exchange factor
NRRL3_00582	1965	dihydrofolate reductase-like protein
NRRL3_00583	3081	nucleoporin
NRRL3_00584	405	cytochrome c oxidase assembly protein Cox16
NRRL3_00585	2157	tyrosine-specific protein phosphatase domain-containing protein
NRRL3_00586	1677	hypothetical protein
NRRL3_00587	624	hypothetical protein
NRRL3_00588	1839	FGGY carbohydrate kinase family protein
NRRL3_00589	3342	sodium/calcium exchanger membrane region-containing protein
NRRL3_00590	1170	26S proteasome regulatory subunit 8/Rpt6
NRRL3_00591	1809	hypothetical protein
NRRL3_00592	2328	ubiquitin fusion degradation protein 1-like protein
NRRL3_00593	954	Yip1 superfamily protein
NRRL3_00594	1545	bacterial surface antigen (D15) domain-containing protein
NRRL3_00595	828	ubiquitin-conjugating enzyme E2
NRRL3_00596	999	cytochrome c heme lyase
NRRL3_00597	2064	ABC1 family protein
NRRL3_00598	2037	armadillo-like helical domain-containing protein
NRRL3_00599	279	dolichol-phosphate mannosyltransferase subunit 3-like protein
NRRL3_00600	615	xanthine phosphoribosyltransferase
NRRL3_00601	1440	malic acid transporter-like protein
NRRL3_00602	894	short-chain dehydrogenase/reductase family protein
NRRL3_00603	1332	succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial
NRRL3_00604	1518	F-box domain-containing protein
NRRL3_00605	1734	heat shock transcription factor family protein
NRRL3_00606	696	uncharacterized protein
NRRL3_00607	771	oxidoreductase-like, N-terminal domain-containing protein
NRRL3_00608	1857	hypothetical protein
NRRL3_00609	678	60S ribosomal protein eL13
NRRL3_00610	1440	hypothetical protein
NRRL3_00611	2985	leucine-rich repeat domain-containing protein
NRRL3_00612	1107	cyclin D1-binding protein 1-like protein
NRRL3_00613	1407	actin-related protein 6
NRRL3_00614	1086	E3 ubiquitin ligase-like protein
NRRL3_00615	960	3-hydroxybutyryl CoA dehydrogenase-like protein
NRRL3_00616	3510	topoisomerase 1-associated factor 1
NRRL3_00617	1275	hypothetical protein
NRRL3_00618	1431	F-box domain-containing protein
NRRL3_00619	684	hypothetical protein
NRRL3_00620	1437	RNA polymerase II transcription factor B subunit 2
NRRL3_00621	483	thioesterase domain-containing protein
NRRL3_00622	4257	pre-mRNA-splicing factor Cwf11-like protein
NRRL3_00623	2016	THO complex subunit 1-like protein
NRRL3_00624	1689	homeobox transcription factor
NRRL3_00625	333	hypothetical protein
NRRL3_00626	2814	AP-2 complex subunit alpha
NRRL3_00627	816	alanine racemase N-terminal domain-containing protein
NRRL3_00628	372	hypothetical protein
NRRL3_00629	3309	histone deacetylase superfamily protein
NRRL3_00630	936	zinc finger domain-containing protein, AN1-type
NRRL3_00631	1071	thymidylate synthase
NRRL3_00632	1242	queuine tRNA-ribosyltransferase catalytic subunit
NRRL3_00633	1437	major facilitator superfamily protein
NRRL3_00634	282	hypothetical protein
NRRL3_00635	471	hypothetical protein
NRRL3_00636	1257	hypothetical protein
NRRL3_00637	1152	R3H domain-containing protein
NRRL3_00638	1176	leucine aminopeptidase
NRRL3_00639	1077	inositol monophosphatase-like protein
NRRL3_00640	882	uncharacterized protein
NRRL3_00641	3204	chitin synthase
NRRL3_00642	1656	amidase family protein
NRRL3_00643	1191	cation efflux transporter family protein
NRRL3_00644	2172	catalase
NRRL3_00645	1677	ATPase AFG1-like protein
NRRL3_00646	1806	polarisome component, required for conidiation and vacuolar fusion
NRRL3_00647	495	hypothetical protein
NRRL3_00648	1551	Sac3/GANP/Thp3 family protein
NRRL3_00649	1872	vacuolar protein-sorting-associated protein 36-like protein
NRRL3_00650	2190	hypothetical protein
NRRL3_00651	1329	hypothetical protein
NRRL3_00652	420	reactive intermediate/imine deaminase RidA family protein
NRRL3_00653	405	hypothetical protein
NRRL3_00654	2985	hypothetical protein
NRRL3_00655	1035	mitochondrial 18kDa protein-like protein
NRRL3_00656	222	uncharacterized protein
NRRL3_00657	459	phosphopantetheinyl transferase, mitochondrial
NRRL3_00658	927	histidinol phosphate phosphatase HisJ-like protein
NRRL3_00659	345	peptidyl-prolyl cis-trans isomerase, FKBP-type
NRRL3_00660	1749	carboxylesterase family protein
NRRL3_00661	1857	carbohydrate-binding module family 50 protein
NRRL3_00662	1248	P-loop containing nucleoside triphosphate hydrolase domain-containing protein
NRRL3_00663	1563	monopolin complex subunit Csm1-like protein
NRRL3_00664	2991	GPI ethanolamine phosphate transferase 1
NRRL3_00665	2739	fungal-specific transcription factor
NRRL3_00666	1302	cystathionine beta-lyase
NRRL3_00667	963	hypothetical protein
NRRL3_00668	1812	ferric/cupric reductase transmembrane component 7-like protein
NRRL3_00669	1611	tryptophan synthase subunit beta domain-containing protein
NRRL3_00670	1713	major facilitator superfamily protein
NRRL3_00671	2190	In Between Ring fingers domain-containing protein
NRRL3_00672	2706	peroxisomal multifunctional enzyme involved in fatty acid beta-oxidation
NRRL3_00673	969	P-loop containing nucleoside triphosphate hydrolase domain-containing protein
NRRL3_00674	756	60S ribosomal protein uL30
NRRL3_00675	789	vacuolar-sorting protein Snf8
NRRL3_00676	2598	eukaryotic translation initiation factor 3 subunit C
NRRL3_00677	2688	protein kinase domain-containing protein
NRRL3_00678	3672	helicase, C-terminal domain-containing protein
NRRL3_00679	522	hypothetical protein
NRRL3_00680	849	hypothetical protein
NRRL3_00681	1014	mediator complex subunit Med27-like protein
NRRL3_00682	1539	cytochrome P450
NRRL3_00683	1695	peptidase S28 family protein
NRRL3_00684	1587	rhamnogalacturonan lyase
NRRL3_00685	1653	guanine deaminase-like protein
NRRL3_00686	3183	glycine dehydrogenase (decarboxylating), mitochondrial
NRRL3_00687	1467	major facilitator superfamily protein
NRRL3_00688	1299	hypothetical protein
NRRL3_00689	2766	hypothetical protein
NRRL3_00690	891	ureohydrolase family protein
NRRL3_00691	2040	fungal-specific transcription factor
NRRL3_00692	1317	FAD-dependent oxidoreductase domain-containing protein
NRRL3_00693	1239	protein kinase domain-containing protein
NRRL3_00694	1131	amidohydrolase-related domain-containing protein
NRRL3_00695	1593	cytochrome P450-like protein
NRRL3_00696	1095	alpha/beta hydrolase fold-3 domain-containing protein
NRRL3_00697	2382	fungal-specific transcription factor
NRRL3_00698	1665	L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase family protein
NRRL3_00699	1059	short-chain dehydrogenase/reductase family protein
NRRL3_00700	909	short-chain dehydrogenase
NRRL3_00701	1560	glycoside hydrolase family 79 protein
NRRL3_00702	1350	fumarate lyase family protein
NRRL3_00703	1539	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_00704	2136	fungal-specific transcription factor
NRRL3_00705	504	hypothetical protein
NRRL3_00706	1164	peptidase S8/S53 domain-containing protein
NRRL3_00707	2055	hypothetical protein
NRRL3_00708	858	metallopeptidase M10/M27/M57-like protein
NRRL3_00709	246	hypothetical protein
NRRL3_00710	1743	major facilitator superfamily protein
NRRL3_00711	1494	nuclear transport factor 2 domain-containing protein
NRRL3_00712	1251	D-serine dehydratase-like protein
NRRL3_00713	1443	glutamine synthetase catalytic domain-containing protein
NRRL3_00714	744	glutamine amidotransferase domain-containing protein
NRRL3_00715	1401	aldehyde dehydrogenase domain-containing protein
NRRL3_00716	834	short-chain dehydrogenase/reductase family protein
NRRL3_00717	1641	fungal-specific transcription factor
NRRL3_00718	1368	D-serine dehydratase-like protein
NRRL3_00719	2391	zinc finger domain-containing protein, C2H2-like 
NRRL3_00720	894	hypothetical protein
NRRL3_00721	2610	peptidase S8, subtilisin-related protein
NRRL3_00722	1491	major facilitator superfamily protein
NRRL3_00723	1251	acid phosphatase
NRRL3_00724	1344	ribosome-associated chaperone Zuotin
NRRL3_00725	348	mitochondrial zinc maintenance protein, mitochondrial
NRRL3_00726	1158	pre-mRNA splicing factor
NRRL3_00727	1134	sterol 24-C-methyltransferase
NRRL3_00728	1569	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_00729	1341	sialidase domain-containing protein
NRRL3_00730	1455	glycoside hydrolase family 79 protein
NRRL3_00731	1359	uncharacterized protein
NRRL3_00732	1641	flavin monooxygenase-like protein
NRRL3_00733	1656	fungal-specific transcription factor
NRRL3_00734	1437	major facilitator superfamily protein
NRRL3_00735	468	hypothetical protein
NRRL3_00736	930	Gcn5-related N-acetyltransferases GNAT domain-containing protein
NRRL3_00737	1623	major facilitator superfamily protein, inorganic phosphate transporter
NRRL3_00738	1809	cation/hydrogen exchanger domain-containing protein
NRRL3_00739	420	hypothetical protein
NRRL3_00740	5634	DEAD/DEAH box helicase domain-containing protein
NRRL3_00741	1383	Rieske [2Fe-2S] iron-sulfur domain-containing protein
NRRL3_00742	2421	beta-glucosidase
NRRL3_00743	1983	alpha-galactosidase
NRRL3_00744	963	D-alanine--D-alanine ligase, C-terminal domain-containing protein
NRRL3_00745	555	cell wall protein PhiA
NRRL3_00746	597	hypothetical protein
NRRL3_00747	1626	amino acid/polyamine transporter I family protein
NRRL3_00748	1050	mitochondrial carrier domain-containing protein
NRRL3_00749	1926	AAA-type ATPase family protein
NRRL3_00750	1236	bZIP transcription factor
NRRL3_00751	1305	phosphatidylserine decarboxylase-like protein
NRRL3_00752	2397	threonine/serine exporter ThrE domain-containing protein
NRRL3_00753	1386	hypothetical protein
NRRL3_00754	537	hypothetical protein
NRRL3_00755	10803	hybrid polyketide synthase/non-ribosomal peptide synthetase
NRRL3_00756	1074	alcohol dehydrogenase domain-containing protein
NRRL3_00757	1383	alcohol acetyltransferase/N-acetyltransferase family protein
NRRL3_00758	2205	anoctamin-like protein
NRRL3_00759	1278	fungal-specific transcription factor
NRRL3_00760	801	methyltransferase domain-containing protein
NRRL3_00761	822	WW domain-containing protein
NRRL3_00762	510	hypothetical protein
NRRL3_00763	2166	sodium/calcium exchanger membrane region-containing protein
NRRL3_00764	3090	uncharacterized protein
NRRL3_00765	3951	ankyrin repeat domain-containing protein
NRRL3_00766	1797	FAD linked oxidase, N-terminal domain-containing protein
NRRL3_00767	1218	isoprenoid synthase domain-containing protein
NRRL3_00768	1239	carbohydrate esterase family 2 protein
NRRL3_00769	1443	amidohydrolase-related domain-containing protein
NRRL3_00770	525	hypothetical protein
NRRL3_00771	867	glycosylphosphatidylinositol-anchored cell wall mannoprotein CwpA
NRRL3_00771a1	339	hypothetical protein
NRRL3_00772	6102	zinc finger domain-containing protein, NF-X1-type
NRRL3_00773	276	EF-hand domain-containing protein
NRRL3_00774	1413	serine-type carboxypeptidase
NRRL3_00775	1077	alcohol dehydrogenase
NRRL3_00776	789	cutinase
NRRL3_00777	1419	alpha,alpha-trehalose-phosphate synthase [UDP-forming]
NRRL3_00778	1353	nuclear export protein Brl1/Brr6 domain-containing protein
NRRL3_00779	555	hypothetical protein
NRRL3_00780	1026	pre-mRNA splicing factor Cwc26
NRRL3_00781	426	alkyltransferase-like protein
NRRL3_00782	1743	protein kinase
NRRL3_00783	1149	calcineurin-like phosphoesterase domain-containing protein
NRRL3_00784	1503	cytochrome b2
NRRL3_00785	882	small GTPase superfamily protein
NRRL3_00786	1014	uncharacterized protein
NRRL3_00787	3285	P-type ATPase family protein
NRRL3_00788	1419	FAD-binding domain-containing protein
NRRL3_00789	1020	hypothetical protein
NRRL3_00790	948	hypothetical protein
NRRL3_00791	780	FMN-binding domain-containing protein
NRRL3_00792	762	U2 small nuclear ribonucleoprotein A'
NRRL3_00793	2139	nucleoside phosphatase Gda1/CD39 family protein
NRRL3_00794	1425	ammonium transporter
NRRL3_00795	1644	fungal-specific transcription factor
NRRL3_00796	2862	hypothetical protein
NRRL3_00797	471	hypothetical protein
NRRL3_00798	1020	aquaporin-like protein
NRRL3_00799	1254	flavohemoglobin
NRRL3_00800	1836	tripeptidyl peptidase
NRRL3_00801	558	hypothetical protein
NRRL3_00802	1707	aminoglycoside phosphotransferase domain-containing protein
NRRL3_00803	1143	hypothetical protein
NRRL3_00804	951	basic helix-loop-helix transcription factor
NRRL3_00805	936	NmrA-like domain-containing protein
NRRL3_00806	1542	aminoglycoside phosphotransferase domain-containing protein
NRRL3_00807	1617	amino acid/polyamine transporter I family protein
NRRL3_00808	4074	CDR ABC transporter domain-containing protein
NRRL3_00809	822	hypothetical protein
NRRL3_00810	873	hypothetical protein
NRRL3_00811	1200	methionine synthase domain-containing protein
NRRL3_00812	900	survival protein SurE-like phosphatase/nucleotidase domain-containing protein
NRRL3_00813	741	necrosis inducing family protein
NRRL3_00814	1254	lytic polysaccharide monooxygenase
NRRL3_00815	1836	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_00816	1401	amino acid transporter, transmembrane domain-containing protein
